id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
11000,"Each year, the American Heart Association (AHA), in conjunction with the Centers for Disease Control and Prevention, the National Institutes of Health, and other government agencies, brings together the most up-to-date statistics related to heart disease, stroke, and other cardiovascular and metabolic diseases and presents them in its Heart Disease and Stroke Statistical Update. The Statistical Update represents a critical resource for the lay public, policy makers, media professionals, clinicians, healthcare administrators, researchers, and others seeking the best available data on these conditions. Together, cardiovascular disease (CVD) and stroke produce immense health and economic burdens in the United States and globally. The Statistical Update brings together in a single document up-to-date information on the core health behaviors and health factors that define cardiovascular health; a range of major …",Dariush Mozaffarian and Emelia J Benjamin and Alan S Go and Donna K Arnett and Michael J Blaha and Mary Cushman and Sarah De Ferranti and Jean-Pierre Després and Heather J Fullerton and Virginia J Howard and Mark D Huffman and Suzanne E Judd and Brett M Kissela and Daniel T Lackland and Judith H Lichtman and Lynda D Lisabeth and Simin Liu and Rachel H Mackey and David B Matchar and Darren K McGuire and Emile R Mohler III and Claudia S Moy and Paul Muntner and Michael E Mussolino and Khurram Nasir and Robert W Neumar and Graham Nichol and Latha Palaniappan and Dilip K Pandey and Mathew J Reeves and Carlos J Rodriguez and Paul D Sorlie and Joel Stein and Amytis Towfighi and Tanya N Turan and Salim S Virani and Joshua Z Willey and Daniel Woo and Robert W Yeh and Melanie B Turner,29116,13697592986102470826,Circulation,4,434-441,Lippincott Williams & Wilkins,Executive summary: heart disease and stroke statistics—2015 update: a report from the American Heart Association,https://www.ahajournals.org/doi/abs/10.1161/CIR.0000000000000157,131,2015,/scholar?cites=13697592986102470826,RYTQf_0AAAAJ:Rj7SuZOA3CsC
11001,"Each year, the American Heart Association (AHA), in conjunction with the Centers for Disease Control and Prevention, the National Institutes of Health, and other government agencies, brings together the most up-to-date statistics related to heart disease, stroke, and other cardiovascular and metabolic diseases and presents them in its Heart Disease and Stroke Statistical Update. The Statistical Update represents a critical resource for the lay public, policy makers, media professionals, clinicians, healthcare administrators, researchers, and others seeking the best available data on these conditions. Together, cardiovascular disease (CVD) and stroke produce immense health and economic burdens in the United States and globally. The Statistical Update brings together in a single document up-to-date information on the core health behaviors and health factors that define cardiovascular health; a range of major …",Dariush Mozaffarian and Emelia J Benjamin and Alan S Go and Donna K Arnett and Michael J Blaha and Mary Cushman and Sarah De Ferranti and Jean-Pierre Després and Heather J Fullerton and Virginia J Howard and Mark D Huffman and Suzanne E Judd and Brett M Kissela and Daniel T Lackland and Judith H Lichtman and Lynda D Lisabeth and Simin Liu and Rachel H Mackey and David B Matchar and Darren K McGuire and Emile R Mohler III and Claudia S Moy and Paul Muntner and Michael E Mussolino and Khurram Nasir and Robert W Neumar and Graham Nichol and Latha Palaniappan and Dilip K Pandey and Mathew J Reeves and Carlos J Rodriguez and Paul D Sorlie and Joel Stein and Amytis Towfighi and Tanya N Turan and Salim S Virani and Joshua Z Willey and Daniel Woo and Robert W Yeh and Melanie B Turner,15271,13697592986102470826,Circulation,4,434-441,Lippincott Williams & Wilkins,Executive summary: heart disease and stroke statistics—2015 update: a report from the American Heart Association,https://www.ahajournals.org/doi/abs/10.1161/CIR.0000000000000157,131,2015,/scholar?cites=13697592986102470826,RYTQf_0AAAAJ:rAN7mHg6NlYC
11002,"A cluster of risk factors for cardiovascular disease and type 2 diabetes mellitus, which occur together more often than by chance alone, have become known as the metabolic syndrome. The risk factors include raised blood pressure, dyslipidemia (raised triglycerides and lowered high-density lipoprotein cholesterol), raised fasting glucose, and central obesity. Various diagnostic criteria have been proposed by different organizations over the past decade. Most recently, these have come from the International Diabetes Federation and the American Heart Association/National Heart, Lung, and Blood Institute. The main difference concerns the measure for central obesity, with this being an obligatory component in the International Diabetes Federation definition, lower than in the American Heart Association/National Heart, Lung, and Blood Institute criteria, and ethnic specific. The present article represents the outcome of …",KGMM Alberti and Robert H Eckel and Scott M Grundy and Paul Z Zimmet and James I Cleeman and Karen A Donato and Jean-Charles Fruchart and W Philip T James and Catherine M Loria and Sidney C Smith Jr,11210,17997206088060928772,,16,1640-1645,Lippincott Williams & Wilkins,"Harmonizing the metabolic syndrome: a joint interim statement of the international diabetes federation task force on epidemiology and prevention; national heart, lung, and …",https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.109.192644,120,2009,/scholar?cites=17997206088060928772,RYTQf_0AAAAJ:zDhyt2jClVkC
11003,"Each year, the American Heart Association (AHA), in conjunction with the Centers for Disease Control and Prevention, the National Institutes of Health, and other government agencies, brings together in a single document the most up-to-date statistics related to heart disease, stroke, and the factors in the AHA’s Life’s Simple 7 (Figure1), which include core health behaviors (smoking, physical activity [PA], diet, and weight) and health factors (cholesterol, blood pressure [BP], and glucose control) that contribute to cardiovascular health. The Statistical Update represents a critical resource for the lay public, policy makers, media professionals, clinicians, healthcare administrators, researchers, health advocates, and others seeking the best available data on these factors and conditions. Cardiovascular disease (CVD) and stroke produce immense health and economic burdens in the United States and globally. The Update also presents the latest data on a range of major clinical heart and circulatory disease conditions (including stroke, congenital heart disease, rhythm disorders, subclinical atherosclerosis, coronary heart disease, heart failure (HF), valvular disease, venous disease, and peripheral arterial disease) and the associated outcomes (including quality of care, procedures, and economic costs). Since 2006, the annual versions of the Statistical Update have been cited> 20 000 times in the literature. In 2015 alone, the various Statistical Updates were cited≈ 4000 times.Each annual version of the Statistical Update undergoes revisions to include the newest nationally representative data, add additional relevant published scientific findings …",Emelia J Benjamin and Michael J Blaha and Stephanie E Chiuve and Mary Cushman and Sandeep R Das and Rajat Deo and Sarah D De Ferranti and James Floyd and Myriam Fornage and Cathleen Gillespie and Carmen R Isasi and Monik C Jimenez and Lori Chaffin Jordan and Suzanne E Judd and Daniel Lackland and Judith H Lichtman and Lynda Lisabeth and Simin Liu and Chris T Longenecker and Rachel H Mackey and Kunihiro Matsushita and Dariush Mozaffarian and Michael E Mussolino and Khurram Nasir and Robert W Neumar and Latha Palaniappan and Dilip K Pandey and Ravi R Thiagarajan and Mathew J Reeves and Matthew Ritchey and Carlos J Rodriguez and Gregory A Roth and Wayne D Rosamond and Comilla Sasson and Amytis Towfighi and Connie W Tsao and Melanie B Turner and Salim S Virani and Jenifer H Voeks and Joshua Z Willey and John T Wilkins and Jason HY Wu and Heather M Alger and Sally S Wong and Paul Muntner,9568,8642220443224379793,,,,,Heart disease and stroke statistics—2017 update,https://stacks.cdc.gov/view/cdc/45425,135,2017,/scholar?cites=8642220443224379793,RYTQf_0AAAAJ:njp6nI0QjqAC
11004,"The Adult Treatment Panel III (ATP III) of the National Cholesterol Education Program issued an evidence-based set of guidelines on cholesterol management in 2001. Since the publication of ATP III, 5 major clinical trials of statin therapy with clinical end points have been published. These trials addressed issues that were not examined in previous clinical trials of cholesterol-lowering therapy. The present document reviews the results of these recent trials and assesses their implications for cholesterol management. Therapeutic lifestyle changes (TLC) remain an essential modality in clinical management. The trials confirm the benefit of cholesterol-lowering therapy in high-risk patients and support the ATP III treatment goal of low-density lipoprotein cholesterol (LDL-C) <100 mg/dL. They support the inclusion of patients with diabetes in the high-risk category and confirm the benefits of LDL-lowering therapy in these …",Scott M Grundy and James I Cleeman and C Noel Bairey Merz and H Bryan Brewer and Luther T Clark and Donald B Hunninghake and Richard C Pasternak and Sidney C Smith and Neil J Stone and Coordinating Committee of the National Cholesterol Education Program,9364,5088335677290289711,,3,720-732,Journal of the American College of Cardiology,Implications of recent clinical trials for the national cholesterol education program adult treatment panel III guidelines,https://www.onlinejacc.org/content/44/3/720.abstract,44,2004,/scholar?cites=5088335677290289711,RYTQf_0AAAAJ:YnriW4MgZhwC
11005,"● Pathological Q waves with or without symptoms in the absence of non-ischemic causes.● Imaging evidence of a region of loss of viable myocardium that is thinned and fails to contract, in the absence of a non-ischemic cause.● Pathological findings of a prior MI.",Jeroen J Bax and Helmut Baumgartner and Claudio Ceconi and Veronica Dean and Robert Fagard and Christian Funck-Brentano and David Hasdai and Arno Hoes and Paulus Kirchhof and Juhani Knuuti and Philippe Kolh and Cyril Moulin and Bogdan A Popescu and Zeljko Reiner and Udo Sechtem and Per Anton Sirnes and Michal Tendera and Adam Torbicki and Alec Vahanian and Stephan Windecker and Joao Morais and Carlos Aguiar and Wael Almahmeed and David O Arnar and Fabio Barili and Kenneth D Bloch and Ann F Bolger and Hans Erik Botker and Biykem Bozkurt and Raffaele Bugiardini and Christopher Cannon and James de Lemos and Franz R Eberli and Edgardo Escobar and Mark Hlatky and Stefan James and Karl B Kern and David J Moliterno and Christian Mueller and Aleksandar N Neskovic and Burkert Mathias Pieske and Steven P Schulman and Kathryn A Taubert and Pascal Vranckx and Daniel R Wagner and Kristian Thygesen and Joseph S Alpert and Allan S Jaffe and Maarten L Simoons and Bernard R Chaitman and Harvey D White and Hugo A Katus and Fred S Apple and Bertil Lindahl and David A Morrow and Peter M Clemmensen and Per Johanson and Hanoch Hod and Richard Underwood and Robert O Bonow and Fausto Pinto and Raymond J Gibbons and Keith A Fox and Dan Atar and L Kristin Newby and Marcello Galvani and Christian W Hamm and Barry F Uretsky and Ph Gabriel Steg and William Wijns and Jean-Pierre Bassand and Phillippe Menasche and Jan Ravkilde and E Magnus Ohman and Elliott M Antman and Lars C Wallentin and Paul W Armstrong and James L Januzzi and Markku S Nieminen and Mihai Gheorghiade and Gerasimos Filippatos and Russell V Luepker and Stephen P Fortmann and Wayne D Rosamond and Dan Levy and David Wood and Sidney C Smith and Dayi Hu and Jose-Luis Lopez-Sendon and Rose Marie Robertson and Douglas Weaver and Alfred A Bove and Alexander N Parkhomenko and Elena J Vasilieva and Shanti Mendis and ESC Committee for Practice Guidelines (CPG,8559,2744604379009233406,Journal of the American College of Cardiology,16,1581-1598,Journal of the American College of Cardiology,Third universal definition of myocardial infarction,https://www.onlinejacc.org/content/60/16/1581.abstract,60,2012,/scholar?cites=2744604379009233406,RYTQf_0AAAAJ:NRnkAyzcrGMC
11006,"The goals of the American College of Cardiology (ACC) and the American Heart Association (AHA) are to prevent cardiovascular diseases; improve the management of people who have these diseases through professional education and research; and develop guidelines, standards, and policies that promote optimal patient care and cardiovascular health. Toward these objectives, the ACC and AHA have collaborated with the National Heart, Lung, and Blood Institute (NHLBI) and stakeholder and professional organizations to develop clinical practice guidelines for assessment of cardiovascular risk, lifestyle modifications to reduce cardiovascular risk, management of blood cholesterol in adults, and management of overweight and obesity in adults.In 2008, the NHLBI initiated these guidelines by sponsoring rigorous systematic evidence reviews for each topic by expert panels convened to develop critical questions …",Neil J Stone and Jennifer G Robinson and Alice H Lichtenstein and C Noel Bairey Merz and Conrad B Blum and Robert H Eckel and Anne C Goldberg and David Gordon and Daniel Levy and Donald M Lloyd-Jones and Patrick McBride and J Sanford Schwartz and Susan T Shero and Sidney C Smith and Karol Watson and Peter WF Wilson,8450,4363036374447631743,Journal of the American College of Cardiology,25 Part B,2889-2934,Journal of the American College of Cardiology,2013 ACC/AHA guideline on the treatment of blood cholesterol to reduce atherosclerotic cardiovascular risk in adults: a report of the American College of Cardiology/American …,https://www.onlinejacc.org/content/63/25_part_b/2889?_ga=1.145814449.423438071.1479067874,63,2014,/scholar?cites=4363036374447631743,RYTQf_0AAAAJ:c6chOJGeGucC
11007,"Hypertension is the most common condition seen in primary care and leads to myocardial infarction, stroke, renal failure, and death if not detected early and treated appropriately. Patients want to be assured that blood pressure (BP) treatment will reduce their disease burden, while clinicians want guidance on hypertension management using the best scientific evidence. This report takes a rigorous, evidence-based approach to recommend treatment thresholds, goals, and medications in the management of hypertension in adults. Evidence was drawn from randomized controlled trials, which represent the gold standard for determining efficacy and effectiveness. Evidence quality and recommendations were graded based on their effect on important outcomes.There is strong evidence to support treating hypertensive persons aged 60 years or older to a BP goal of less than 150/90 mm Hg and hypertensive persons …",Paul A James and Suzanne Oparil and Barry L Carter and William C Cushman and Cheryl Dennison-Himmelfarb and Joel Handler and Daniel T Lackland and Michael L LeFevre and Thomas D MacKenzie and Olugbenga Ogedegbe and Sidney C Smith and Laura P Svetkey and Sandra J Taler and Raymond R Townsend and Jackson T Wright and Andrew S Narva and Eduardo Ortiz,8422,11956347731255034101,Jama,5,507-520,American Medical Association,2014 evidence-based guideline for the management of high blood pressure in adults: report from the panel members appointed to the Eighth Joint National Committee (JNC 8),https://jamanetwork.com/journals/jama/article-abstract/1791497,311,2014,/scholar?cites=11956347731255034101,RYTQf_0AAAAJ:5LOebrzo1TYC
11008,"● Atherogenic dyslipidemia manifests in routine lipoprotein analysis by raised triglycerides and low concentrations of HDL cholesterol. A more detailed analysis usually reveals other lipoprotein abnormalities, eg, increased remnant lipoproteins, elevated apolipoprotein B, small LDL particles, and small HDL particles. All of these abnormalities have been implicated as being independently atherogenic.● Elevated blood pressure strongly associates with obesity and commonly occurs in insulin-resistant persons. Hypertension thus commonly is listed among metabolic risk factors. However, some investigators believe that hypertension is less “metabolic” than other metabolic-syndrome components. Certainly, hypertension is multifactorial in origin. For example, increasing arterial stiffness contributes significantly to systolic hypertension in the elderly. Even so, most conference participants favored inclusion of elevated …",Scott M Grundy and H Bryan Brewer Jr and James I Cleeman and Sidney C Smith Jr and Claude Lenfant,7548,17520094948033050270,,3,433-438,Lippincott Williams & Wilkins,"Definition of metabolic syndrome: report of the National Heart, Lung, and Blood Institute/American Heart Association conference on scientific issues related to definition",https://www.ahajournals.org/doi/abs/10.1161/01.CIR.0000111245.75752.C6,109,2004,/scholar?cites=17520094948033050270,RYTQf_0AAAAJ:WTkkuPxyGkUC
11009,"Since 1980, the American College of Cardiology (ACC) and American Heart Association (AHA) have translated scientific evidence into clinical practice guidelines (guidelines) with recommendations to improve cardiovascular health. In 2013, the National Heart, Lung, and Blood Institute (NHLBI) Advisory Council recommended that the NHLBI focus specifically on reviewing the highest-quality evidence and partner with other organizations to develop recommendations (P-1, P-2). Accordingly, the ACC and AHA collaborated with the NHLBI and stakeholder and professional organizations to complete and publish 4 guidelines (on assessment of cardiovascular risk, lifestyle modifications to reduce cardiovascular risk, management of blood cholesterol in adults, and management of overweight and obesity in adults) to make them available to the widest possible constituency. In 2014, the ACC and AHA, in partnership with …",Paul K Whelton and Robert M Carey and Wilbert S Aronow and Donald E Casey and Karen J Collins and Cheryl Dennison Himmelfarb and Sondra M DePalma and Samuel Gidding and Kenneth A Jamerson and Daniel W Jones and Eric J MacLaughlin and Paul Muntner and Bruce Ovbiagele and Sidney C Smith and Crystal C Spencer and Randall S Stafford and Sandra J Taler and Randal J Thomas and Kim A Williams and Jeff D Williamson and Jackson T Wright,5658,12686711569574239807,Journal of the American College of Cardiology,19,e127-e248,Journal of the American College of Cardiology,"2017 ACC/AHA/AAPA/ABC/ACPM/AGS/APhA/ASH/ASPC/NMA/PCNA guideline for the prevention, detection, evaluation, and management of high blood pressure in adults: a report of the …",https://www.onlinejacc.org/content/71/19/e127?_ga=2.172464929.381869818.1510698187-2100148811.1510698186,71,2018,/scholar?cites=12686711569574239807,RYTQf_0AAAAJ:It3QlvBKHbMC
