id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
17000,"A detailed description is reported of the analysis used by the CMS Collaboration in the search for the standard model Higgs boson in pp collisions at the LHC, which led to the observation of a new boson. The data sample corresponds to integrated luminosities up to 5.1 fb− 1 at TeV, and up to 5.3 fb− 1 at TeV. The results for five Higgs boson decay modes γγ, ZZ, WW, ττ, and bb, which show a combined local significance of 5 standard deviations near 125 GeV, are reviewed. A fit to the invariant mass of the two high resolution channels, γγ and ZZ→ 4ℓ, gives a mass estimate of 125. 3±0. 4 (stat.)±0. 5 (syst.) GeV. The measurements are interpreted in the context of the standard model Lagrangian for the scalar Higgs field interacting with fermions and vector bosons. The measured values of the corresponding couplings are compared to the standard model predictions. The hypothesis of custodial symmetry is …",Serguei Chatrchyan and Vardan Khachatryan and AM Sirunyan and A Tumasyan and Wolfgang Adam and T Bergauer and M Dragicevic and J Erö and C Fabjan and M Friedl and R Frühwirth and VM Ghete and N Hoermann and J Hrubec and M Jeitler and W Kiesenhofer and V Knuenz and M Krammer and I Kraetschmer and D Liko and I Mikulec and D Rabady and B Rahbaran and C Rohringer and H Rohringer and R Schoefbeck and J Strauss and A Taurok and W Treberer-Treberspurg and W Waltenberger and C-E Wulz and V Mossolov and N Shumeiko and J Suarez Gonzalez and S Alderweireldt and M Bansal and S Bansal and Tom Cornelis and EA De Wolf and X Janssen and A Knutsson and S Luyckx and L Mucibello and S Ochesanu and B Roland and R Rougny and H Van Haevermaet and P Van Mechelen and N Van Remortel and A Van Spilbeeck and F Blekman and S Blyweert and J D’Hondt and A Kalogeropoulos and J Keaveney and M Maes and A Olbrechts and S Tavernier and W Van Doninck and P Van Mulders and GP Van Onsem and I Villella and B Clerbaux and G De Lentdecker and APR Gay and T Hreus and A Leonard and PE Marage and A Mohammadi and T Reis and L Thomas and C Vander Velde and P Vanlaer and J Wang and Volker Adler and Kelly Beernaert and Leonardo Benucci and Anna Cimmino and Silvia Costantini and Sven Dildick and Guillaume Garcia and Benjamin Klein and Jeremie Lellouch and Andrey Marinov and Joseph McCartin and AA Ocampo Rios and Dirk Ryckbosch and Michael Sigamani and Nadja Strobbe and Filip Thyssen and Michael Tytgat and S Walsh and Efe Yazgan and Nikolaos Zaganidis and S Basegmez and G Bruno and R Castello and A Caudron and L Ceard and C Delaere and T Du Pree and D Favart and L Forthomme and A Giammanco and J Hollar and V Lemaitre and J Liao and O Militaru and C Nuttens and D Pagano and A Pin and K Piotrzkowski and A Popov and M Selvaggi and JM Vizan Garcia and N Beliy and T Caebergs and E Daubie and GH Hammad and GA Alves and M Correa Martins and T Martins and ME Pol and MHG Souza and WL Aldá Júnior and W Carvalho and J Chinellato and A Custodio and EM Da Costa and D De Jesus Damiao and C De Oliveira Martins and S Fonseca De Souza and H Malbouisson and M Malek and D Matos Figueiredo and L Mundim and H Nogima and WL Prado Da Silva and A Santoro and L Soares Jorge and A Sznajder and EJ Tonelli Manganote and A Vilela Pereira and TS Anjos and CA Bernardes and FA Dias and TR Fernandez Perez Tomei and EM Gregores and C Lagana and F Marinho,1782,7818861038406050561,Journal of High Energy Physics,6,81,Springer-Verlag,Observation of a new boson with mass near 125 GeV in pp collisions at  and 8 TeV,https://link.springer.com/content/pdf/10.1007/JHEP06(2013)081.pdf,2013,2013,/scholar?cites=7818861038406050561,qNS0hDAAAAAJ:x3BrfUtjctIC
17001,"Combined results are reported from searches for the standard model Higgs boson in proton–proton collisions at s= 7 TeV in five Higgs boson decay modes: γγ, bb, ττ, WW, and ZZ. The explored Higgs boson mass range is 110–600 GeV. The analysed data correspond to an integrated luminosity of 4.6–4.8 fb− 1. The expected excluded mass range in the absence of the standard model Higgs boson is 118–543 GeV at 95% CL. The observed results exclude the standard model Higgs boson in the mass range 127–600 GeV at 95% CL, and in the mass range 129–525 GeV at 99% CL. An excess of events above the expected standard model background is observed at the low end of the explored mass range making the observed limits weaker than expected in the absence of a signal. The largest excess, with a local significance of 3.1σ, is observed for a Higgs boson mass hypothesis of 124 GeV. The global significance …",Serguei Chatrchyan and V Khachatryan and AM Sirunyan and A Tumasyan and W Adam and T Bergauer and M Dragicevic and J Erö and C Fabjan and M Friedl and R Frühwirth and VM Ghete and J Hammer and M Hoch and N Hörmann and J Hrubec and M Jeitler and W Kiesenhofer and M Krammer and D Liko and I Mikulec and M Pernicka and B Rahbaran and C Rohringer and H Rohringer and R Schöfbeck and J Strauss and A Taurok and F Teischinger and P Wagner and W Waltenberger and G Walzel and E Widl and C-E Wulz and V Mossolov and N Shumeiko and J Suarez Gonzalez and S Bansal and Leonardo Benucci and Tom Cornelis and EA De Wolf and X Janssen and S Luyckx and T Maes and L Mucibello and S Ochesanu and B Roland and R Rougny and M Selvaggi and H Van Haevermaet and P Van Mechelen and N Van Remortel and A Van Spilbeeck and F Blekman and S Blyweert and J DʼHondt and R Gonzalez Suarez and A Kalogeropoulos and M Maes and A Olbrechts and W Van Doninck and P Van Mulders and GP Van Onsem and I Villella and O Charaf and B Clerbaux and G De Lentdecker and V Dero and APR Gay and GH Hammad and T Hreus and A Léonard and PE Marage and L Thomas and C Vander Velde and P Vanlaer and J Wickens and Volker Adler and Kelly Beernaert and Anna Cimmino and Silvia Costantini and Guillaume Garcia and M Grunewald and Benjamin Klein and Jeremie Lellouch and Andrey Marinov and Joseph McCartin and AA Ocampo Rios and Dirk Ryckbosch and Nadja Strobbe and Filip Thyssen and Michael Tytgat and Lukas Vanelderen and Piet Verwilligen and S Walsh and Efe Yazgan and Nikolaos Zaganidis and S Basegmez and G Bruno and L Ceard and J De Favereau De Jeneret and C Delaere and T du Pree and D Favart and L Forthomme and A Giammanco and G Grégoire and J Hollar and V Lemaitre and J Liao and O Militaru and C Nuttens and D Pagano and A Pin and K Piotrzkowski and N Schul and N Beliy and T Caebergs and E Daubie and GA Alves and M Correa Martin Junior and D De Jesus Damiao and T Martins and ME Pol and MHG Souza and WL Aldá Júnior and W Carvalho and A Custódio and EM Da Costa and C De Oliveira Martins and S Fonseca De Souza and D Matos Figueiredo and L Mundim and H Nogima and V Oguri and WL Prado Da Silva and A Santoro and SM Silva Do Amaral and L Soares Jorge and A Sznajder and TS Anjos and CA Bernardes and FA Dias and TR Fernandez Perez Tomei and EM Gregores and C Lagana and F Marinho and PG Mercadante and Sérgio Ferraz Novaes and Sandra S Padula,1417,10984039559992434115,Physics Letters B,1,26-48,North-Holland,Combined results of searches for the standard model Higgs boson in pp collisions at s= 7 TeV,https://www.sciencedirect.com/science/article/pii/S0370269312002055,710,2012,/scholar?cites=10984039559992434115,qNS0hDAAAAAJ:Pt-7zvD_C1MC
17002,"This paper describes the CMS trigger system and its performance during Run 1 of the LHC. The trigger system consists of two levels designed to select events of potential physics interest from a GHz (MHz) interaction rate of proton-proton (heavy ion) collisions. The first level of the trigger is implemented in hardware, and selects events containing detector signals consistent with an electron, photon, muon, tau lepton, jet, or missing transverse energy. A programmable menu of up to 128 object-based algorithms is used to select events for subsequent processing. The trigger thresholds are adjusted to the LHC instantaneous luminosity during data taking in order to restrict the output rate to 100 kHz, the upper limit imposed by the CMS readout electronics. The second level, implemented in software, further refines the purity of the output stream, selecting an average rate of 400 Hz for offline event storage. The objectives, strategy and performance of the trigger system during the LHC Run 1 are described.",CMS collaboration,1415,6236594925451814496,arXiv preprint arXiv:1609.02366,,,,The CMS trigger system,https://arxiv.org/abs/1609.02366,,2016,/scholar?cites=6236594925451814496,qNS0hDAAAAAJ:D0NosnH9lYgC
17003,"Since the completion of the genome sequence of Saccharomyces cerevisiae in 1996 (refs 1, 2), there has been a large increase in complete genome sequences, accompanied by great advances in our understanding of genome evolution. Although little is known about the natural and life histories of yeasts in the wild, there are an increasing number of studies looking at ecological and geographic distributions 3, 4, population structure 5, 6, 7, 8 and sexual versus asexual reproduction 9, 10. Less well understood at the whole genome level are the evolutionary processes acting within populations and species that lead to adaptation to different environments, phenotypic differences and reproductive isolation. Here we present one-to fourfold or more coverage of the genome sequences of over seventy isolates of the baker’s yeast S. cerevisiae and its closest relative, Saccharomyces paradoxus. We examine variation in …",Gianni Liti and David M Carter and Alan M Moses and Jonas Warringer and Leopold Parts and Stephen A James and Robert P Davey and Ian N Roberts and Austin Burt and Vassiliki Koufopanou and Isheng J Tsai and Casey M Bergman and Douda Bensasson and Michael JT O’Kelly and Alexander Van Oudenaarden and David BH Barton and Elizabeth Bailes and Alex N Nguyen and Matthew Jones and Michael A Quail and Ian Goodhead and Sarah Sims and Frances Smith and Anders Blomberg and Richard Durbin and Edward J Louis,1391,5023587421446906870,Nature,7236,337-341,Nature Publishing Group,Population genomics of domestic and wild yeasts,https://www.nature.com/articles/nature07743,458,2009,/scholar?cites=5023587421446906870,qNS0hDAAAAAJ:3eDEwZmXtlkC
17004,"Combined ATLAS and CMS measurements of the Higgs boson production and decay rates, as well as constraints on its couplings to vector bosons and fermions, are presented. The combination is based on the analysis of five production processes, namely gluon fusion, vector boson fusion, and associated production with a  or a  boson or a pair of top quarks, and of the six decay modes , , and . All results are reported assuming a value of 125.09 GeV for the Higgs boson mass, the result of the combined measurement by the ATLAS and CMS experiments. The analysis uses the CERN LHC proton--proton collision data recorded by the ATLAS and CMS experiments in 2011 and 2012, corresponding to integrated luminosities per experiment of approximately 5 fb  at  TeV and 20 fb  at  TeV. The Higgs boson production and decay rates measured by the two experiments are combined within the context of three generic parameterisations: two based on cross sections and branching fractions, and one on ratios of coupling modifiers. Several interpretations of the measurements with more model-dependent parameterisations are also given. The combined signal yield relative to the Standard Model prediction is measured to be 1.090.11. The combined measurements lead to observed significances for the vector boson fusion production process and for the  decay of  and  standard deviations, respectively. The data are consistent with the Standard Model predictions for all parameterisations considered.",CMS Collaborations,1013,14346399703163010511,arXiv preprint arXiv:1606.02266,,,,Measurements of the Higgs boson production and decay rates and constraints on its couplings from a combined ATLAS and CMS analysis of the LHC  collision data …,https://arxiv.org/abs/1606.02266,,2016,/scholar?cites=14346399703163010511,qNS0hDAAAAAJ:4VOskzd1i_wC
17005,"Papaya, a fruit crop cultivated in tropical and subtropical regions, is known for its nutritional benefits and medicinal applications. Here we report a 3× draft genome sequence of ‘SunUp’papaya, the first commercial virus-resistant transgenic fruit tree 1 to be sequenced. The papaya genome is three times the size of the Arabidopsis genome, but contains fewer genes, including significantly fewer disease-resistance gene analogues. Comparison of the five sequenced genomes suggests a minimal angiosperm gene set of 13,311. A lack of recent genome duplication, atypical of other angiosperm genomes sequenced so far 2, 3, 4, 5, may account for the smaller papaya gene number in most functional groups. Nonetheless, striking amplifications in gene number within particular functional groups suggest roles in the evolution of tree-like habit, deposition and remobilization of starch reserves, attraction of seed dispersal …",Ray Ming and Shaobin Hou and Yun Feng and Qingyi Yu and Alexandre Dionne-Laporte and Jimmy H Saw and Pavel Senin and Wei Wang and Benjamin V Ly and Kanako LT Lewis and Steven L Salzberg and Lu Feng and Meghan R Jones and Rachel L Skelton and Jan E Murray and Cuixia Chen and Wubin Qian and Junguo Shen and Peng Du and Moriah Eustice and Eric Tong and Haibao Tang and Eric Lyons and Robert E Paull and Todd P Michael and Kerr Wall and Danny W Rice and Henrik Albert and Ming-Li Wang and Yun J Zhu and Michael Schatz and Niranjan Nagarajan and Ricelle A Acob and Peizhu Guan and Andrea Blas and Ching Man Wai and Christine M Ackerman and Yan Ren and Chao Liu and Jianmei Wang and Jianping Wang and Jong-Kuk Na and Eugene V Shakirov and Brian Haas and Jyothi Thimmapuram and David Nelson and Xiyin Wang and John E Bowers and Andrea R Gschwend and Arthur L Delcher and Ratnesh Singh and Jon Y Suzuki and Savarni Tripathi and Kabi Neupane and Hairong Wei and Beth Irikura and Maya Paidi and Ning Jiang and Wenli Zhang and Gernot Presting and Aaron Windsor and Rafael Navajas-Pérez and Manuel J Torres and F Alex Feltus and Brad Porter and Yingjun Li and A Max Burroughs and Ming-Cheng Luo and Lei Liu and David A Christopher and Stephen M Mount and Paul H Moore and Tak Sugimura and Jiming Jiang and Mary A Schuler and Vikki Friedman and Thomas Mitchell-Olds and Dorothy E Shippen and Claude W Depamphilis and Jeffrey D Palmer and Michael Freeling and Andrew H Paterson and Dennis Gonsalves and Lei Wang and Maqsudul Alam,1005,1168163749323620927,Nature,7190,991-996,Nature Publishing Group,The draft genome of the transgenic tropical fruit tree papaya (Carica papaya Linnaeus),https://www.nature.com/articles/nature06856,452,2008,/scholar?cites=1168163749323620927,qNS0hDAAAAAJ:MStqg_gSLBcC
17006,"The observation of Higgs boson production in association with a top quark-antiquark pair is reported, based on a combined analysis of proton-proton collision data at center-of-mass energies of 7, 8, and 13 TeV, corresponding to integrated luminosities of up to 5.1, 19.7, and 35.9 fb , respectively. The data were collected with the CMS detector at the CERN LHC. The results of statistically independent searches for Higgs bosons produced in conjunction with a top quark-antiquark pair and decaying to pairs of W bosons, Z bosons, photons,  leptons, or bottom quark jets are combined to maximize sensitivity. An excess of events is observed, with a significance of 5.2 standard deviations, over the expectation from the background-only hypothesis. The corresponding expected significance from the standard model for a Higgs boson mass of 125.09 GeV is 4.2 standard deviations. The combined best fit signal strength normalized to the standard model prediction is 1.26.",CMS collaboration,661,7017121722573990118,arXiv preprint arXiv:1804.02610,,,,Observation of H production,https://arxiv.org/abs/1804.02610,,2018,/scholar?cites=7017121722573990118,qNS0hDAAAAAJ:9nEbuwLZtFEC
17007,BackgroundViral epidemics or pandemics of acute respiratory infections like influenza or severe acute respiratory syndrome pose a global threat. Antiviral drugs and vaccinations may be insufficient to prevent their spread.ObjectivesTo review the effectiveness of physical interventions to interrupt or reduce the spread of respiratory viruses.,Tom Jefferson and Chris B Del Mar and Liz Dooley and Eliana Ferroni and Lubna A Al‐Ansary and Ghada A Bawazeer and Mieke L Van Driel and Sreekumaran Nair and Mark A Jones and Sarah Thorning and John M Conly,547,10388251287550860256,Cochrane database of systematic reviews,7,,"John Wiley & Sons, Ltd",Physical interventions to interrupt or reduce the spread of respiratory viruses,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub4/abstract,,2011,/scholar?cites=10388251287550860256,qNS0hDAAAAAJ:gyhANspY9yIC
17008,"The Compact Muon Solenoid (CMS) detector at the CERN LHC is a general purpose device designed primarily to search for signatures of new physics in proton-proton (pp) and heavy ion (protonion and ion-ion) collisions. Since many of these signatures include muons, CMS is constructed with",Albert M Sirunyan and A Tumasyan and W Adam and F Ambrogi and E Asilar and T Bergauer and J Brandstetter and E Brondolin and M Dragicevic and J Erö and A Escalante Del Valle and M Flechl and M Friedl and R Frühwirth and VM Ghete and J Grossmann and J Hrubec and M Jeitler and A König and N Krammer and I Krätschmer and D Liko and T Madlener and I Mikulec and E Pree and N Rad and H Rohringer and J Schieck and R Schöfbeck and M Spanring and D Spitzbart and A Taurok and W Waltenberger and J Wittmann and CE Wulz and M Zarucki and V Chekhovsky and V Mossolov and J Suarez Gonzalez and EA De Wolf and D Di Croce and X Janssen and J Lauwers and M Van De Klundert and H Van Haevermaet and P Van Mechelen and N Van Remortel and S Abu Zeid and F Blekman and J D'Hondt and I De Bruyn and J De Clercq and K Deroover and G Flouris and D Lontkovskyi and S Lowette and I Marchesini and S Moortgat and L Moreels and Q Python and K Skovpen and S Tavernier and W Van Doninck and P Van Mulders and I Van Parijs and D Beghin and B Bilin and H Brun and B Clerbaux and G De Lentdecker and H Delannoy and B Dorney and G Fasanella and L Favart and R Goldouzian and A Grebenyuk and AK Kalsi and T Lenzi and J Luetic and T Maerschalk and Andrey Marinov and T Seva and E Starling and C Vander Velde and P Vanlaer and D Vannerom and R Yonamine and F Zenoni and Tom Cornelis and Didar Dobur and Alexis Fagot and Muhammad Gul and Illia Khvastunov and D Poyraz and Christos Roskas and Sinem Salva and D Trocino and Michael Tytgat and Willem Verbeke and M Vit,516,13092455277447414383,Journal of Instrumentation,06,P06015-P06015,IOP Publishing Ltd.,Performance of the CMS muon detector and muon reconstruction with proton-proton collisions at√ s= 13 TeV,https://iopscience.iop.org/article/10.1088/1748-0221/13/06/P06015/meta,13,2018,/scholar?cites=13092455277447414383,qNS0hDAAAAAJ:r0ARIG2f-gUC
17009,"A search is presented for new high-mass resonances decaying into electron or muon pairs. The search uses proton-proton collision data at a centre-of-mass energy of 13 TeV collected by the CMS experiment at the LHC in 2016, corresponding to an integrated luminosity of 36 fb− 1. Observations are in agreement with standard model expectations. Upper limits on the product of a new resonance production cross section and branching fraction to dileptons are calculated in a model-independent manner. This permits the interpretation of the limits in models predicting a narrow dielectron or dimuon resonance. A scan of different intrinsic width hypotheses is performed. Limits are set on the masses of various hypothetical particles. For the particle, which arises in the sequential standard model (superstring-inspired model), a lower mass limit of 4.50 (3.90) TeV is set at 95% confidence level. The lightest Kaluza …",Albert M Sirunyan and Armen Tumasyan and Wolfgang Adam and Federico Ambrogi and Ece Asilar and Thomas Bergauer and Johannes Brandstetter and Erica Brondolin and Marko Dragicevic and Janos Erö and A Escalante Del Valle and Martin Flechl and Markus Friedl and Rudolf Fruehwirth and Vasile Mihai Ghete and Johannes Grossmann and Josef Hrubec and Manfred Jeitler and Axel König and Natascha Krammer and Ilse Krätschmer and Dietrich Liko and Thomas Madlener and Ivan Mikulec and Elias Pree and Navid Rad and Herbert Rohringer and Jochen Schieck and Robert Schöfbeck and Markus Spanring and Daniel Spitzbart and Anton Taurok and Wolfgang Waltenberger and Johannes Wittmann and C-E Wulz and Mateusz Zarucki and Vladimir Chekhovsky and Vladimir Mossolov and J Suarez Gonzalez and Eddi A De Wolf and Davide Di Croce and Xavier Janssen and Jasper Lauwers and Maxim Pieters and Merijn Van De Klundert and Hans Van Haevermaet and Pierre Van Mechelen and Nick Van Remortel and S Abu Zeid and Freya Blekman and Jorgen D’Hondt and Isabelle De Bruyn and Jarne De Clercq and Kevin Deroover and Giannis Flouris and Denys Lontkovskyi and Steven Lowette and Ivan Marchesini and Seth Moortgat and Lieselotte Moreels and Quentin Python and Kirill Skovpen and Stefaan Tavernier and Walter Van Doninck and Petra Van Mulders and Isis Van Parijs and Diego Beghin and Bugra Bilin and Hugues Brun and Barbara Clerbaux and Gilles De Lentdecker and Hugo Delannoy and Brian Dorney and Giuseppe Fasanella and Laurent Favart and Reza Goldouzian and Anastasia Grebenyuk and Amandeep Kaur Kalsi and Thomas Lenzi and Jelena Luetic and Tomislav Seva and Elizabeth Starling and C Vander Velde and P Vanlaer and D Vannerom and R Yonamine and Tom Cornelis and Didar Dobur and Alexis Fagot and Muhammad Gul and Illia Khvastunov and D Poyraz and Christos Roskas and D Trocino and Michael Tytgat and Willem Verbeke and B Vermassen and M Vit and Nikolaos Zaganidis and H Bakhshiansohi and O Bondu and S Brochet and G Bruno and C Caputo and A Caudron and P David and S De Visscher and C Delaere and M Delcourt and B Francois and A Giammanco and G Krintiras and V Lemaitre and A Magitteri and A Mertens and M Musich and K Piotrzkowski and L Quertenmont and A Saggio and M Vidal Marono and S Wertz and J Zobec and WL Aldá Júnior and FL Alves and GA Alves and L Brito and G Correia Silva and C Hensel and A Moraes and ME Pol and P Rebello Teles and E Belchior Batista Das Chagas and W Carvalho and J Chinellato and E Coelho and EM Da Costa and GG Da Silveira and D De Jesus Damiao and S Fonseca De Souza and H Malbouisson and M Medina Jaime and M Melo De Almeida and C Mora Herrera and L Mundim and H Nogima and LJ Sanchez Rosas and A Santoro and A Sznajder and M Thiel and EJ Tonelli Manganote,390,14483365308750894307,Journal of high energy physics,6,120,Springer Berlin Heidelberg,Search for high-mass resonances in dilepton final states in proton-proton collisions at  TeV,https://link.springer.com/article/10.1007/JHEP06(2018)120,2018,2018,/scholar?cites=14483365308750894307,qNS0hDAAAAAJ:9kBY04P_Y_YC
