Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
603129,"Director, iGEM, Carnell Professor, Temple University",,210389,G5zYeD8AAAAJ,{'indices'},Molecular Evolution|Phylogenetics|Bioinformatics|Genomics|Medicine,Sudhir Kumar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=G5zYeD8AAAAJ&citpid=5,99780,77,45,150,122,0,0
603130,"Director, Professor, Research Center for Genomics and Bioinformatics, Tokyo Metropolitan University",,195620,o5f46UgAAAAJ,{'indices'},evolutionary genetics|evolutionary biology|genomics|phylogenetics|bioinformatics,Koichiro Tamura,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=o5f46UgAAAAJ&citpid=9,95703,34,25,48,35,0,0
603131,"Professor, National Institute of Genetics, Japan",,73234,406xy9MAAAAJ,{'indices'},human evolution|genome evolution,Saitou Naruya,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=406xy9MAAAAJ&citpid=3,18662,58,27,158,72,0,0
603132,"Professor of Ecology and Evolution, University of Chicago",,73605,RFRua_AAAAAJ,{'indices'},Evolution|Genetics|Genomics|Bioinformatics,Wen-Hsiung Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RFRua_AAAAAJ&citpid=1,14560,111,50,380,221,0,0
603133,"Professor of Genetics, Life Science Research Center, Kagawa University",,6992,XtESOY8AAAAJ,{'indices'},Phylogenetic construction from sequence data|population diversity|genome evolution,Naoko Takezaki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RFRua_AAAAAJ&citpid=1,1401,31,16,41,26,0,0
603134,Distinguished Professor of KAUST (King Abdullah University of Science and Technology) and Project,,48201,x_OfflAAAAAJ,{'indices'},Comparative genomics|Evolution of gene expression pattern|Evolution of nervous system|Viral evolution|Genome diversity.,Takashi Gojobori,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=x_OfflAAAAAJ&citpid=2,11157,95,44,349,162,0,0
603135,"Professor, University of Chicago",,16034,HXCMYLsAAAAJ,{'indices'},text mining|systems biology|genetics|molecular evolution,andrey rzhetsky,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=x_OfflAAAAAJ&citpid=2,4090,54,30,94,63,0,0
603136,"Associate Professor of Biological Sciences, Tokyo Metropolitan University",,2257,ixygDCsAAAAJ,{'indices'},evolutionary biology|sex chromosome evolution|miRNA evolution,Masafumi Nozawa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ixygDCsAAAAJ&citpid=2,1087,17,15,23,19,0,0
603137,"Institute Director and Associate Professor, Icahn School of Medicine at Mount Sinai",,56620,206DEM0AAAAJ,{'indices'},Bioinformatics|Genomics|Genomic Medicine|Personal Genomics|Precision Medicine,Joel Dudley,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=206DEM0AAAAJ&citpid=5,17548,57,50,143,132,0,0
603138,"Professor of Ecology and Evolutionary Biology, University of Michigan",,20740,CM2zuJkAAAAJ,{'indices'},Evolutionary biology|molecular evolution|evolutionary genetics|evolutionary genomics|evolutionary systems biology,Jianzhi Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CM2zuJkAAAAJ&citpid=4,7579,75,47,178,140,0,0
603139,The University of Tokyo,,4668,EpCh6W8AAAAJ,{'indices'},Molecular evolution|Comparative genomics|Chemical senses,Yoshihito Niimura　新村芳人,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EpCh6W8AAAAJ&citpid=1,1773,24,20,29,23,0,0
