Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
551655,Duke University,,5036.0,zUK6DGcAAAAJ,{'indices'},Skeletal Development|Notch Signaling|Osteoarthritis|Fracture Repair,Matthew Hilton,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zUK6DGcAAAAJ&citpid=2,2388.0,33,28,52,48,0,0
551656,University of Texas Southwestern Medical Center,,2500.0,nSQiO1QAAAAJ,{'indices'},,Courtney Karner,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nSQiO1QAAAAJ&citpid=2,1466.0,25,20,29,28,0,0
551657,Texas Scottish Rite Hospital,,569.0,QEVPty0AAAAJ,{'indices'},Bone and Cartilage Biology|Osteoarthritis,Yinshi Ren (Rene),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QEVPty0AAAAJ&citpid=8,477.0,14,13,17,16,0,0
551658,Kyoto University,,39766.0,0IKpOuQAAAAJ,{'indices'},developmental biology|neural stem cell|segmentation clock,Ryoichiro Kageyama,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0IKpOuQAAAAJ&citpid=2,12032.0,108,59,234,191,0,0
551659,Bandung Institute of Technology,,1262.0,6IehtUsAAAAJ,{'indices'},bio based products|bio convertion|biofuel|bioengineering|sustainable ecobusiness,Robert Manurung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0IKpOuQAAAAJ&citpid=2,689.0,17,13,23,20,0,0
551660,UIN Sunan Gunung Djati,,56.0,VU9D2vUAAAAJ,{'indices'},Ecology and Conservation,Ana Widiana,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VU9D2vUAAAAJ&citpid=1,52.0,5,5,0,0,0,0
551661,Universitas Riau,,67.0,l_8fyQYAAAAJ,{'indices'},Ekologi Mangrove|Marine Biology,Rasoel  Hamidy,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=l_8fyQYAAAAJ&citpid=1,50.0,5,4,1,1,0,0
551662,"Biology Education, Universitas Islam Riau",,51.0,xet2wFkAAAAJ,{'indices'},Education,Sri Amnah,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xet2wFkAAAAJ&citpid=1,31.0,5,4,2,0,0,0
551663,Institut Teknologi Bandung,,16.0,tUI9OKQAAAAJ,{'indices'},Sains dan Bioteknologi Tumbuhan,andira rahmawati,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xet2wFkAAAAJ&citpid=1,13.0,2,2,0,0,0,0
551664,"Algal Culture, Biotechnology & Engineering Expert of Universitas Gadjah Mada",,218.0,MvYFFTEAAAAJ,{'indices'},Algal Culture|Biotechnology & Engineering,Eko Agus Suyono,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MvYFFTEAAAAJ&citpid=3,203.0,8,8,7,6,0,0
