Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
599674,Universidad de Antioquia,,1278.0,hDTpla8AAAAJ,{'indices'},error,Franklin Jaramillo,nan,1025.0,18,16,40,35,0,0
599675,Universidad de Antioquia,,205.0,ASLU6UwAAAAJ,{'indices'},perovskite Solar cells|Semiconductors|Flexible solar cells,John Ciro,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ASLU6UwAAAAJ&citpid=2,205.0,6,6,6,6,0,0
599676,"Centro de investigación, innovación y desarrollo de materiales CIDEMAT. Universidad de Antioquia",,1036.0,uzyokgoAAAAJ,{'indices'},Hybrid solar devices,Rafael Betancur,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uzyokgoAAAAJ&citpid=3,704.0,16,13,19,13,0,0
599677,Technical University of Denmark,,4203.0,k7pIUY0AAAAJ,{'indices'},Intelligent Transportation Systems|Machine Learning and Pattern Recognition|Transport Modeling|Computational Creativity,Francisco C Pereira,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=k7pIUY0AAAAJ&citpid=2,2793.0,37,30,93,65,0,0
599678,University College London,,5077.0,r2DRMfMAAAAJ,{'indices'},Energy|Buildings|Health,Ian Hamilton,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=k7pIUY0AAAAJ&citpid=2,4120.0,29,27,42,41,0,0
599679,University of Salford,,886.0,eo4MsloAAAAJ,{'indices'},Acoustical Engineering|Transportation Noise|Aircraft Noise|Noise Modelling|Psychoacoustics,Antonio J. Torija,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eo4MsloAAAAJ&citpid=2,641.0,20,17,30,24,0,0
599680,UCL,,7359.0,mG0RhMAAAAAJ,{'indices'},,Tadj Oreszczyn,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eo4MsloAAAAJ&citpid=2,5044.0,36,28,82,58,0,0
599681,"Full Professor, Technical University of Munich (TUM)",,5323.0,0rDCk00AAAAJ,{'indices'},Transportation systems|big data analytics|data-driven approaches|traffic simulation|road safety,Constantinos Antoniou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0rDCk00AAAAJ&citpid=8,3586.0,39,32,99,81,0,0
599682,University of Sharjah,,1674.0,sLPEf0MAAAAJ,{'indices'},Geothermal|Solar|Wind|Energy storage|Absorption chillers,"Mamdouh El Haj Assad, DSc.",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sLPEf0MAAAAJ&citpid=5,1230.0,21,20,36,26,0,0
599683,"Australian College of Kuwait, University of Guelph-Canada",,9528.0,VrmY3eEAAAAJ,{'indices'},Computational Fluid Dynamics and Heat Transfer,Khalil Khanafer,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sLPEf0MAAAAJ&citpid=5,5017.0,42,30,90,66,0,0
